ID,Room Num,Floor,Description,Wing,Department
304,ABG00058,G,CHANGING ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
305,ABG00059,G,WC,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
306,ABG00060,G,CORRIDOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
307,ABG00061,G,DARK ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
308,ABG00062,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
309,ABG00063,G,INTERVIEW,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
310,ABG00064,G,CONTROL AREA,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
311,ABG00065,G,CORRIDOR,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
312,ABG00066,G,STORE,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
313,ABG00067,G,BUNKER 4,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
314,ABG00068,G,CUPBOARD,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
315,ABG00069,G,LINEAR ACCELERATOR,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
316,ABG00070,G,BUNKER 3,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
317,ABG00071,G,LINEAR ACCELERATOR,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
318,ABG00072,G,CUPBOARD,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
319,ABG00073,G,CONTROL AREA,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
320,ABG00074,G,STORE DOSIMETRY,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
321,ABG00075,G,STORE DOSIMETRY,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
322,ABG00076,G,CONTROL AREA,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
323,ABG00077,G,STORE,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
324,ABG00078,G,CONTROL AREA,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
325,ABG00079,G,BED BAY,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
326,ABG00080,G,CUPBOARD,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
327,ABG00081,G,LINEAR ACCELERATOR,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
328,ABG00082,G,BUNKER 2,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
329,ABG00083,G,CUPBOARD,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
330,ABG00084,G,LINEAR ACCELERATOR,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
331,ABG00085,G,RADIOTHERAPY RECORDS,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
332,ABG00086,G,WORKSHOP MEBS,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
333,ABG00087,G,BUNKER 1,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
334,ABG00088,G,SLUICE,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
335,ABG00089,G,VOID,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
336,ABG00090,G,CONTROL ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
337,ABG00091,G,OFFICE / VIEWING,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
338,ABG00092,G,SIMULATOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
339,ABG00093,G,WAITING AREA,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
340,ABG00094,G,CHANGING ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
341,ABG00095,G,WC,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
342,ABG00096,G,WC,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
343,ABG00097,G,RECOVERY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
344,ABG00098,G,CONTROL,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
345,ABG00099,G,UTILITY CLEAN,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
346,ABG00100,G,HDR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
347,ABG00101,G,CORRIDOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
348,ABG00102,G,BRACH PREP ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
349,ABG00103,G,SLUICE,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
350,ABG00104,G,CORRIDOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
351,ABG00105,G,LIBRARY/SEMINAR ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
352,ABG00106,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
353,ABG00113,G,LOBBY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
354,ABG00114,G,IT HUB ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
355,ABG00115,G,PACS,GRD FLOOR WEST WING,RADIOTHERAPHY BUNKERS
356,ABH00001,G,BOLUS CHEMO,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
357,ABH00002,G,CORRIDOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
358,ABH00003,G,SLUICE,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
359,ABH00004,G,THERAPY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
360,ABH00005,G,OFFICE SISTER'S,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
361,ABH00006,G,PANTRY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
362,ABH00007,G,TREATMENT,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
363,ABH00008,G,STORE,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
364,ABH00009,G,QUIET ROOM,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
365,ABH00010,G,INFUSION CHEMO,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
366,ABH00011,G,BED BAY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
367,ABH00012,G,RECOVERY,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
368,ABH00013,G,OFFICE ADMIN,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
369,ABH00014,G,CORRIDOR,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
370,ABH00015,G,NURSES BASE,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
371,ABH00016,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
372,ABH00017,G,COURTYARD D,GRD FLOOR WEST WING,ARDEN CANCER CENTRE
373,ABJ00001,G,CHAPLAINCY,GRD FLOOR WEST WING,FAITH CENTRE
374,ABJ00002,G,AREA 1,GRD FLOOR WEST WING,FAITH CENTRE
375,ABJ00003,G,OFFICE,GRD FLOOR WEST WING,FAITH CENTRE
376,ABJ00004,G,AREA 2,GRD FLOOR WEST WING,FAITH CENTRE
377,ABJ00005,G,AREA 3,GRD FLOOR WEST WING,FAITH CENTRE
378,ABJ00006,G,CORRIDOR,GRD FLOOR WEST WING,FAITH CENTRE
379,ABJ00007,G,VESTRY/STORE,GRD FLOOR WEST WING,FAITH CENTRE
380,ABJ00008,G,COUNSELLING,GRD FLOOR WEST WING,FAITH CENTRE
381,ABJ00009,G,FAITH CENTRE,GRD FLOOR WEST WING,FAITH CENTRE
382,ABJ00011,G,AREA 5,GRD FLOOR WEST WING,FAITH CENTRE
383,ABJ00012,G,AREA 4,GRD FLOOR WEST WING,FAITH CENTRE
384,ABJ00013,G,WC FEMALE,GRD FLOOR WEST WING,FAITH CENTRE
385,ABJ00014,G,WC MALE,GRD FLOOR WEST WING,FAITH CENTRE
386,ABJ00015,G,WASHROOM MALE,GRD FLOOR WEST WING,FAITH CENTRE
387,ABJ00016,G,WASHROOM FEMALE,GRD FLOOR WEST WING,FAITH CENTRE
388,ABJ00017,G,AREA 6,GRD FLOOR WEST WING,FAITH CENTRE
389,ABJ00018,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,FAITH CENTRE
390,ABJ00019,G,COURTYARD A,GRD FLOOR WEST WING,FAITH CENTRE
391,ABK00001,G,SEMINAR ROOM,GRD FLOOR WEST WING,ENDOSCOPY
392,ABK00002,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,ENDOSCOPY
393,ABK00003,G,WC DISABLED,GRD FLOOR WEST WING,ENDOSCOPY
394,ABK00004,G,WAITING,GRD FLOOR WEST WING,ENDOSCOPY
395,ABK00005,G,RECEPTION ENDOSCOPY,GRD FLOOR WEST WING,ENDOSCOPY
396,ABK00006,G,SECRETARIES,GRD FLOOR WEST WING,ENDOSCOPY
397,ABK00007,G,WC DISABLED,GRD FLOOR WEST WING,ENDOSCOPY
398,ABK00008,G,BEVERAGE BAY,GRD FLOOR WEST WING,ENDOSCOPY
399,ABK00009,G,INTERVIEW / CHANGE,GRD FLOOR WEST WING,ENDOSCOPY
400,ABK00010,G,WC/SHOWER,GRD FLOOR WEST WING,ENDOSCOPY
401,ABK00011,G,RECOVERY,GRD FLOOR WEST WING,ENDOSCOPY
402,ABK00012,G,CORRIDOR,GRD FLOOR WEST WING,ENDOSCOPY
403,ABK00013,G,STAFF BASE,GRD FLOOR WEST WING,ENDOSCOPY
404,ABK00014,G,RECOVERY,GRD FLOOR WEST WING,ENDOSCOPY
405,ABK00015,G,WC/SHOWER,GRD FLOOR WEST WING,ENDOSCOPY
406,ABK00016,G,STAFF BASE,GRD FLOOR WEST WING,ENDOSCOPY
407,ABK00017,G,RECOVERY,GRD FLOOR WEST WING,ENDOSCOPY
408,ABK00018,G,SHOWER,GRD FLOOR WEST WING,ENDOSCOPY
409,ABK00019,G,INTERVIEW / CHANGE,GRD FLOOR WEST WING,ENDOSCOPY
410,ABK00020,G,INTERVIEW / CHANGE,GRD FLOOR WEST WING,ENDOSCOPY
411,ABK00021,G,INTERVIEW / CHANGE,GRD FLOOR WEST WING,ENDOSCOPY
412,ABK00022,G,1-STOP CLINIC,GRD FLOOR WEST WING,ENDOSCOPY
413,ABK00023,G,1-STOP CLINIC,GRD FLOOR WEST WING,ENDOSCOPY
414,ABK00024,G,WC,GRD FLOOR WEST WING,ENDOSCOPY
415,ABK00025,G,PREPARATION,GRD FLOOR WEST WING,ENDOSCOPY
416,ABK00026,G,PREPARATION,GRD FLOOR WEST WING,ENDOSCOPY
417,ABK00027,G,WC,GRD FLOOR WEST WING,ENDOSCOPY
418,ABK00028,G,TROLLEY BAY,GRD FLOOR WEST WING,ENDOSCOPY
419,ABK00029,G,PREPARATION,GRD FLOOR WEST WING,ENDOSCOPY
420,ABK00030,G,CORRIDOR,GRD FLOOR WEST WING,ENDOSCOPY
421,ABK00031,G,G.I. PHYSIOLOGY,GRD FLOOR WEST WING,ENDOSCOPY
422,ABK00032,G,ENDOSCOPY 5,GRD FLOOR WEST WING,ENDOSCOPY
423,ABK00033,G,ENDOSCOPY 4,GRD FLOOR WEST WING,ENDOSCOPY
424,ABK00034,G,ENDOSCOPY CLEANING,GRD FLOOR WEST WING,ENDOSCOPY
425,ABK00035,G,UTILITY DIRTY,GRD FLOOR WEST WING,ENDOSCOPY
426,ABK00036,G,ENDOSCOPY 1,GRD FLOOR WEST WING,ENDOSCOPY
427,ABK00037,G,ENDOSCOPY 2,GRD FLOOR WEST WING,ENDOSCOPY
428,ABK00038,G,ENDOSCOPY 3,GRD FLOOR WEST WING,ENDOSCOPY
429,ABK00039,G,STORE,GRD FLOOR WEST WING,ENDOSCOPY
430,ABK00040,G,CUPBOARD CLEANERS,GRD FLOOR WEST WING,ENDOSCOPY
431,ABK00041,G,CHANGED WAIT,GRD FLOOR WEST WING,ENDOSCOPY
432,ABK00042,G,WC DISABLED,GRD FLOOR WEST WING,ENDOSCOPY
433,ABK00043,G,WC,GRD FLOOR WEST WING,ENDOSCOPY
434,ABK00044,G,OFFICE SISTER'S,GRD FLOOR WEST WING,ENDOSCOPY
435,ABK00045,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,ENDOSCOPY
436,ABK00046,G,STAFF ROOM,GRD FLOOR WEST WING,ENDOSCOPY
437,ABK00047,G,UNIFORM / CHANGE,GRD FLOOR WEST WING,ENDOSCOPY
438,ABK00048,G,CHANGING ROOM FEMALE STAFF,GRD FLOOR WEST WING,ENDOSCOPY
439,ABK00049,G,CHANGING ROOM MALE STAFF,GRD FLOOR WEST WING,ENDOSCOPY
440,ABK00050,G,RISER CUPBOARD M/A/5/G,GRD FLOOR WEST WING,ENDOSCOPY
441,ABL00001,G,ASCEPTIC CHEMO,GRD FLOOR WEST WING,PHARMACY
442,ABL00002,G,CHANGE,GRD FLOOR WEST WING,PHARMACY
443,ABL00003,G,PCA,GRD FLOOR WEST WING,PHARMACY
444,ABL00004,G,SUPPORT,GRD FLOOR WEST WING,PHARMACY
445,ABL00005,G,STORE ASCEPTIC,GRD FLOOR WEST WING,PHARMACY
446,ABL00006,G,OFFICE ASCEPTIC,GRD FLOOR WEST WING,PHARMACY
447,ABL00007,G,CHANGE,GRD FLOOR WEST WING,PHARMACY
448,ABL00008,G,CHANGE,GRD FLOOR WEST WING,PHARMACY
449,ABL00009,G,BIOLOGICAL,GRD FLOOR WEST WING,PHARMACY
450,ABL00010,G,CHANGE,GRD FLOOR WEST WING,PHARMACY
451,ABL00011,G,LOBBY AIR LOCK,GRD FLOOR WEST WING,PHARMACY
452,ABL00012,G,TPN,GRD FLOOR WEST WING,PHARMACY
453,ABL00013,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,PHARMACY
454,ABL00014,G,STORE GENERAL,GRD FLOOR WEST WING,PHARMACY
455,ABL00015,G,RECEIPT/UNPACK/DESP,GRD FLOOR WEST WING,PHARMACY
456,ABL00016,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,PHARMACY
457,ABL00017,G,OFFICE,GRD FLOOR WEST WING,PHARMACY
458,ABL00018,G,OFFICE PURCHASING,GRD FLOOR WEST WING,PHARMACY
459,ABL00019,G,STAFF ROOM,GRD FLOOR WEST WING,PHARMACY
460,ABL00020,G,LOBBY AIR LOCK,GRD FLOOR WEST WING,PHARMACY
461,ABL00021,G,CORRIDOR,GRD FLOOR WEST WING,PHARMACY
462,ABL00022,G,STORE BOND,GRD FLOOR WEST WING,PHARMACY
463,ABL00023,G,LAB QUALITY CONTROL,GRD FLOOR WEST WING,PHARMACY
464,ABL00024,G,INSTRUMENT,GRD FLOOR WEST WING,PHARMACY
465,ABL00025,G,MICRO TEST,GRD FLOOR WEST WING,PHARMACY
466,ABL00026,G,CUPBOARD CLEANERS,GRD FLOOR WEST WING,PHARMACY
467,ABL00027,G,LOBBY,GRD FLOOR WEST WING,PHARMACY
468,ABL00028,G,WC/SHOWER DIS,GRD FLOOR WEST WING,PHARMACY
469,ABL00029,G,WC,GRD FLOOR WEST WING,PHARMACY
470,ABL00030,G,WC,GRD FLOOR WEST WING,PHARMACY
471,ABL00031,G,CHANGE/LOCKERS STAFF,GRD FLOOR WEST WING,PHARMACY
472,ABL00032,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,PHARMACY
473,ABL00033,G,LOBBY OUT OF HRS,GRD FLOOR WEST WING,PHARMACY
474,ABL00034,G,STORE TEMP CNTRL'D,GRD FLOOR WEST WING,PHARMACY
475,ABL00035,G,DISPENSARY,GRD FLOOR WEST WING,PHARMACY
476,ABL00036,G,PHARMACY MAIN RECEPTION,GRD FLOOR WEST WING,PHARMACY
477,ABL00037,G,STORE CONTROLLED DRUG,GRD FLOOR WEST WING,PHARMACY
478,ABL00038,G,OFFICE OPEN PLAN,GRD FLOOR WEST WING,PHARMACY
479,ABL00039,G,OFFICE DRUG INFO,GRD FLOOR WEST WING,PHARMACY
480,ABL00040,G,SECRETARY,GRD FLOOR WEST WING,PHARMACY
481,ABL00041,G,OFFICE DIRECTOR,GRD FLOOR WEST WING,PHARMACY
482,ABL00042,G,CORRIDOR,GRD FLOOR WEST WING,PHARMACY
483,ABL00044,G,CORRIDOR,GRD FLOOR WEST WING,PHARMACY
484,ABL00045,G,CORRIDOR,GRD FLOOR WEST WING,PHARMACY
485,ABL00046,G,STORE,GRD FLOOR WEST WING,PHARMACY
486,ABL00047,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,PHARMACY
487,ABL00053,G,CUPBOARD ELECTRIC,GRD FLOOR WEST WING,PHARMACY
488,ABL00054,G,STORE EXTERNAL FLAMMABLE,GRD FLOOR WEST WING,PHARMACY
489,ABM00001,G,WATER TANK ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
490,ABM00002,G,MEDICAL GASES ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
491,ABM00003,G,GENERATOR ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
492,ABM00004,G,GAS VALVE ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
493,ABM00005,G,HV SWITCH ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
494,ABM00006,G,HV & LV SWITCH ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
495,ABM00007,G,CORRIDOR,GRD FLOOR WEST WING,ENERGY CENTRE
496,ABM00008,G,BOILER ROOM,GRD FLOOR WEST WING,ENERGY CENTRE
497,ABM00013,G,STORE MEDICAL OXYGEN,GRD FLOOR WEST WING,ENERGY CENTRE
498,ABM00014,G,STORE MEDICAL AIR,GRD FLOOR WEST WING,ENERGY CENTRE
499,ABM00015,G,NITROUS OXIDE CAR DIOXIDE STORE,GRD FLOOR WEST WING,ENERGY CENTRE
500,ABM00016,G,STORE EQUANOX,GRD FLOOR WEST WING,ENERGY CENTRE
501,ABN10000,1,FIRST FLOOR,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
502,ABN10001,1,ON-CALL,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
503,ABN10002,1,WC/SHOWER ON CALL,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
504,ABN10003,1,ON-CALL,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
505,ABN10004,1,WC/SHOWER ON CALL,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
506,ABN10005,1,SEMINAR ROOM,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
507,ABN10006,1,CORRIDOR,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
508,ABN10007,1,WC,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
509,ABN10008,1,WC,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
510,ABN10009,1,WC DISABLED,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
511,ABN10010,1,CORRIDOR,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
512,ABN10011,1,TEACHING,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
513,ABN10012,1,TEACHING,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
514,ABN10013,1,CONSULTANT,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
515,ABN10014,1,CONSULTANT,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
516,ABN10015,1,CONSULTANT,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
517,ABN10016,1,SOCIAL WORKER,1ST FLOOR WEST WING,PAEDIATRIC OPD
518,ABN10017,1,TEA BAR,1ST FLOOR WEST WING,PAEDIATRIC OPD
519,ABN10018,1,WARD CLERK,1ST FLOOR WEST WING,PAEDIATRIC OPD
520,ABN10019,1,CLEANER,1ST FLOOR WEST WING,PAEDIATRIC OPD
521,ABN10020,1,CONSULTANT,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
522,ABN10021,1,CONSULTANT,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
523,ABN10022,1,SECRETARIES,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
524,ABN10023,1,NURSING OFFICER,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
525,ABN10024,1,DR'S ROOM,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
526,ABN10025,1,CUPBOARD ELECTRIC,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
527,ABN10026,1,CORRIDOR,1ST FLOOR WEST WING,PAEDIATRIC OPD
528,ABN10027,1,VOID,1ST FLOOR WEST WING,PAEDIATRIC OPD
529,ABN10028,1,CUPBOARD ELECTRIC,1ST FLOOR WEST WING,PAEDIATRIC ADMIN
530,ABP10001,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
531,ABP10002,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
532,ABP10003,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
533,ABP10004,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
534,ABP10005,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
535,ABP10006,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
536,ABP10007,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
537,ABP10008,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
538,ABP10009,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
539,ABP10010,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
540,ABP10011,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
541,ABP10012,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
542,ABP10013,1,DIRTY UTILITY,1ST FLOOR WEST WING,PAEDIATRIC OPD
543,ABP10014,1,TREATMENT/PLASTER RM,1ST FLOOR WEST WING,PAEDIATRIC OPD
544,ABP10015,1,CONSULTANT / EXAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
545,ABP10016,1,OFFICE RECORDS,1ST FLOOR WEST WING,PAEDIATRIC OPD
546,ABP10017,1,PAED OPD MAIN RECEPTION,1ST FLOOR WEST WING,PAEDIATRIC OPD
547,ABP10018,1,OFFICE RECORDS,1ST FLOOR WEST WING,PAEDIATRIC OPD
548,ABP10019,1,CORRIDOR/WHLCHR/PRAM,1ST FLOOR WEST WING,PAEDIATRIC OPD
549,ABP10020,1,WAITING / PLAY AREA,1ST FLOOR WEST WING,PAEDIATRIC OPD
550,ABP10021,1,PHYSICAL MEASUREMENT,1ST FLOOR WEST WING,PAEDIATRIC OPD
551,ABP10022,1,WC DISABLED SPECIMEN,1ST FLOOR WEST WING,PAEDIATRIC OPD
552,ABP10023,1,WC,1ST FLOOR WEST WING,PAEDIATRIC OPD
553,ABP10024,1,NAPPY CHANGING,1ST FLOOR WEST WING,PAEDIATRIC OPD
554,ABR10001,1,WC DISABLED,1ST FLOOR WEST WING,WARD 15
555,ABR10002,1,STORE,1ST FLOOR WEST WING,WARD 15
556,ABR10003,1,PLAY / DINING,1ST FLOOR WEST WING,WARD 15
557,ABR10004,1,SHARED EXTERNAL PLAY,1ST FLOOR WEST WING,WARD 16
558,ABR10005,1,STORE,1ST FLOOR WEST WING,WARD 15
559,ABR10006,1,STAFF BASE,1ST FLOOR WEST WING,WARD 15
560,ABR10007,1,BATH PARENTS,1ST FLOOR WEST WING,WARD 15
561,ABR10008,1,CLEAN UTILITY,1ST FLOOR WEST WING,WARD 15
562,ABR10009,1,OFFICE,1ST FLOOR WEST WING,WARD 15
563,ABR10010,1,4 BED WARD,1ST FLOOR WEST WING,WARD 15
564,ABR10011,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
565,ABR10012,1,STORE,1ST FLOOR WEST WING,WARD 15
566,ABR10013,1,WARD 15 MAIN RECEPTION,1ST FLOOR WEST WING,WARD 15
567,ABR10014,1,4 BED WARD,1ST FLOOR WEST WING,WARD 15
568,ABR10015,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
569,ABR10016,1,4 BED WARD,1ST FLOOR WEST WING,WARD 15
570,ABR10017,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
571,ABR10018,1,STAFF BASE,1ST FLOOR WEST WING,WARD 15
572,ABR10019,1,FEED PREP,1ST FLOOR WEST WING,WARD 15
573,ABR10020,1,STORE,1ST FLOOR WEST WING,WARD 15
574,ABR10021,1,DIRTY UTILITY,1ST FLOOR WEST WING,WARD 15
575,ABR10022,1,BATH ASSISTED,1ST FLOOR WEST WING,WARD 15
576,ABR10023,1,TREATMENT,1ST FLOOR WEST WING,WARD 15
577,ABR10024,1,CUPBOARD ELECTRIC,1ST FLOOR WEST WING,WARD 15
578,ABR10025,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
579,ABR10026,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
580,ABR10027,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
581,ABR10028,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
582,ABR10029,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
583,ABR10030,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
584,ABR10031,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
585,ABR10032,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
586,ABR10033,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
587,ABR10034,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
588,ABR10035,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 15
589,ABR10036,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
590,ABR10037,1,SLUICE,1ST FLOOR WEST WING,WARD 15
591,ABR10038,1,2 BED WARD,1ST FLOOR WEST WING,WARD 15
592,ABR10039,1,ENSUITE,1ST FLOOR WEST WING,WARD 15
593,ABR10040,1,TEACHING,1ST FLOOR WEST WING,WARD 15
594,ABR10041,1,STORE,1ST FLOOR WEST WING,WARD 15
595,ABR10042,1,CUPBOARD ELECTRIC,1ST FLOOR WEST WING,PAEDIATRIC OPD
596,ABR10043,1,STORE LINEN,1ST FLOOR WEST WING,PAEDIATRIC OPD
597,ABR10044,1,STORE,1ST FLOOR WEST WING,WARD 16
598,ABR10045,1,PLAY / DINING,1ST FLOOR WEST WING,WARD 16
599,ABR10046,1,WC DISABLED,1ST FLOOR WEST WING,WARD 16
600,ABR10047,1,4 BED WARD,1ST FLOOR WEST WING,WARD 16
601,ABR10048,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
602,ABR10049,1,CLEAN UTILITY,1ST FLOOR WEST WING,WARD 16
603,ABR10050,1,STAFF BASE,1ST FLOOR WEST WING,WARD 16
604,ABR10051,1,OFFICE,1ST FLOOR WEST WING,WARD 16
605,ABR10052,1,CUPBOARD ELECTRIC,1ST FLOOR WEST WING,WARD 16
606,ABR10053,1,EXAM / TREATMENT,1ST FLOOR WEST WING,WARD 16
607,ABR10054,1,BEDROOM,1ST FLOOR WEST WING,WARD 16
608,ABR10055,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
609,ABR10056,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 16
610,ABR10057,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
611,ABR10058,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 16
612,ABR10059,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
613,ABR10060,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 16
614,ABR10061,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
615,ABR10062,1,SINGLE BEDROOM,1ST FLOOR WEST WING,WARD 16
616,ABR10063,1,ENSUITE,1ST FLOOR WEST WING,WARD 16
